Date,Name,Age,Position,Nationality,Club Left,League Left,Club Joined,League Joined,Market Valuation,Transfer
"Mar 16, 2012",Joe Welch,23,Goalkeeper,England,"
Ebbsfleet Utd ", National League ,"
Bromley ",,50 K €,Free transfer
"Mar 16, 2012",Mtaka Simba,25,Central Midfield,Sweden,"
AFC Eskilstuna ", Ettan Norra ,"
Enköpings SK ",,125 K €,Free transfer
"Mar 16, 2012",Bartlomiej Grzelak,30,Centre-Forward,Poland,"
Jagiellonia ", Ekstraklasa ,"
Cracovia  ",,350 K €,Free transfer
"Mar 16, 2012",Steve Kinniburgh,22,Left-Back,Scotland,"
Without Club ",,"
Telford Utd ",,175 K €,Free transfer
"Mar 16, 2012",Yonny Peralta,23,Left-Back,Uruguay,"
Peñarol B ", Uruguay		,"
Liverpool FC ",,150 K €,Free transfer
"Mar 16, 2012",Herley Alcázar,35,Centre-Forward,Colombia,"
Bogotá FC ", Colombia		,"
Uniautónoma ",,500 K €,Free transfer
"Mar 16, 2012",Nicolás Mezquida,20,Attacking Midfield,Uruguay,"
Peñarol ", Primera División ,"
CA Fénix ",,175 K €,Free transfer
"Mar 16, 2012",Dan Thomas,20,Goalkeeper,England,"
Bournemouth ", League One ,"
Havant & Water. ",,50 K €,Free transfer
"Mar 16, 2012",Vedran Beblek,20,Goalkeeper,Croatia,"
Karlovac 1919 ", 1.HNL ,"
NK Istra ",,50 K €,Free transfer
"Mar 16, 2012",Joselito Vaca,29,Attacking Midfield,Bolivia,"
Oriente P. ", Bolivia		,"
Deportivo Pasto ",,50 K €,?
"Mar 16, 2012",Charles Monsalvo,21,Centre-Forward,Colombia,"
Boyacá Chicó ", Liga DIMAYOR II ,"
Deportes Tolima ",,800 K €,?
"Mar 16, 2012",Juan Bazán,26,Second Striker,Colombia,"
Cúcuta Dep. ", Liga DIMAYOR II ,"
A. Bucaramanga ",,250 K €,?
"Mar 16, 2012",Ervin Hasalliu,23,Midfielder,Albania,"
Egnatia ", Albania		,"
KF Luzi United ",,25 K €,?
"Mar 16, 2012",Marco Veronese,35,Centre-Forward,Italy,"
Pavia ", Serie C - A ,"
Retired ",,50 K €,-
"Mar 16, 2012",Bouna Coundoul,30,Goalkeeper,Senegal,"
Without Club ",,"
VPS ",,200 K €,-
"Mar 18, 2012",Kevin Hofland,32,Centre-Back,Netherlands,"
AEK Larnaca ", First Division ,"
Retired ",,"1,00 mil. €",-
"Mar 18, 2012",Abdulkadir Yildirim,18,Centre-Back,Turkey,"
Körfez Isk. Yth ", Turkey		,"
Körfez Isk. ",,25 K €,-
"Mar 19, 2012",Evgeni Postnikov,25,Centre-Back,Kazakhstan,"
M-O Oskol ", Russia		,"
Soligorsk ",,300 K €,Free transfer
"Mar 19, 2012",Christian Nanetti,20,Centre-Forward,Italy,"
AFC Wimbledon ", League Two ,"
Havant & Water. ",,25 K €,Free transfer
"Mar 19, 2012",Darwin Nieves,21,Goalkeeper,Uruguay,"
Liverpool U19 ", Uruguay		,"
CDF Vial ",,75 K €,Free transfer
"Mar 19, 2012",Andrea Belotti,18,Centre-Forward,Italy,"
AlbinoLeffe U19 ", Primavera B ,"
UC AlbinoLeffe ",,50 K €,-
"Mar 20, 2012",Jamie Slabber,27,Centre-Forward,England,"
Eastleigh FC ", England		,"
Chelmsford City ",,125 K €,Free transfer
"Mar 20, 2012",Hjálmar Thórarinsson,26,Centre-Forward,Iceland,"
Fram Reykjavík ", Pepsi Max deild ,"
Berserkir ",,100 K €,Free transfer
"Mar 20, 2012",Jonas Emet,24,Attacking Midfield,Finland,"
IFK Mariehamn ", Veikkausliiga ,"
FF Jaro ",,250 K €,Free transfer
"Mar 20, 2012",Dmitri Shmatko,22,Centre-Back,Belarus,"
Partizan Minsk ", Belarus		,"
Neman Grodno ",,50 K €,Free transfer
"Mar 20, 2012",Dejan Miljkovic,33,Midfielder,Serbia,"
Unknown ",,"
Fjardabyggd ",,150 K €,?
"Mar 20, 2012",Luis Bolaños,26,Centre-Forward,Ecuador,"
Internacional ", Série A ,"
LDU Quito ",,800 K €,?
"Mar 20, 2012",Blake Wagner,24,Left-Back,United States,"
Without Club ",,"
San Antonio  ",,125 K €,-
"Mar 21, 2012",Andy Milne,21,Centre-Back,Scotland,"
Ossett Town ", England		,"
Altrincham ",,50 K €,Free transfer
"Mar 21, 2012",Aboubacar Camara,23,Central Midfield,Guinea,"
Partizan Minsk ", Belarus		,"
FK Minsk ",,200 K €,Free transfer
"Mar 21, 2012",David Fällman,22,Centre-Back,Sweden,"
AFC Eskilstuna ", Ettan Norra ,"
Gefle ",,100 K €,Free transfer
"Mar 21, 2012",Gabriel Álvez,37,Centre-Forward,Uruguay,"
Tanque Sisley ", Primera División ,"
Rampla Jrs ",,50 K €,?
"Mar 21, 2012",Haydar Cekirdek,20,Attacking Midfield,Turkey,"
Kasimpasa U21 ", Turkey		,"
Kasimpasa ",,25 K €,-
"Mar 21, 2012",Tom Miller,21,Right-Back,England,"
Without Club ",,"
Lincoln City ",,50 K €,-
"Mar 22, 2012",Chris Turner,21,Centre-Forward,England,"
Barrow ", National League ,"
Stocksbridge ",,50 K €,Free transfer
"Mar 22, 2012",Ryan Whitehurst,22,Centre-Forward,England,"
Arnold Town ", England		,"
Stamford ",,50 K €,Free transfer
"Mar 22, 2012",Roberto Silva,35,Centre-Forward,Peru,"
Without Club ",,"
Sport Boys ",,300 K €,-
"Mar 22, 2012",Eugen Bopp,28,Central Midfield,Germany,"
Without Club ",,"
York City ",,125 K €,-
"Mar 22, 2012",Rohan Ricketts,29,Attacking Midfield,England,"
Without Club ",,"
Exeter City ",,225 K €,-
"Mar 22, 2012",Alan Gow,29,Attacking Midfield,Scotland,"
Without Club ",,"
Exeter City ",,500 K €,-
"Mar 22, 2012",Petr Oparin,20,Centre-Back,Russia,"
Without Club ",,"
Stal Alchevsk ",,100 K €,-
"Mar 23, 2012",Lloyd Owusu,35,Centre-Forward,Ghana,"
Slough Town ", England		,"
White City ",,100 K €,Free transfer
"Mar 23, 2012",Craig Nelthorpe,24,Left Midfield,England,"
Brigg Town ", England		,"
Frickley Athletic ",,50 K €,Free transfer
"Mar 23, 2012",Yaroslav Svorak,23,Right Midfield,Ukraine,"
Krymteplitsa ", Persha Liga ,"
Slavia ",,200 K €,Free transfer
"Mar 23, 2012",Filipp Ivanov,21,Second Striker,Belarus,"
Dinamo Minsk II ", Belarus		,"
Gomel ",,100 K €,Free transfer
"Mar 23, 2012",Irving García,24,Attacking Midfield,United States,"
Without Club ",,"
Orange County ",,75 K €,Free transfer
"Mar 23, 2012",Darren Byfield,35,Centre-Forward,Jamaica,"
Without Club ",,"
Solihull Moors ",,250 K €,-
"Mar 23, 2012",Massimo Mutarelli,34,Central Midfield,Italy,"
Without Club ",,"
Atalanta ",,400 K €,-
"Mar 23, 2012",Benjamin Dragavon,28,Goalkeeper,United States,"
Tacoma Stars ", United States		,"
Retired ",,25 K €,-
"Mar 23, 2012",Silvio Dorrego,24,Left-Back,Uruguay,"
Without Club ",,"
Progreso ",,275 K €,-
"Mar 25, 2012",Alonso Zúñiga,32,Left Midfield,Chile,"
Unión Temuco ",  Primera B Apertura ,"
San Antonio ",,75 K €,Free transfer
"Mar 25, 2012",Edward Tan,26,Defender,Singapore,"
Unknown ",,"
Woodlands ",,50 K €,Free transfer
"Mar 25, 2012",Yevgen Levchenko,34,Central Midfield,Ukraine,"
Adelaide United ", A-League ,"
Retired ",,300 K €,-
"Mar 26, 2012",Craig Armstrong,36,Left Midfield,England,"
Hucknall Town FC ", England		,"
Quorn FC ",,50 K €,Free transfer
"Mar 26, 2012",Luke Beckett,35,Centre-Forward,England,"
Gainsborough Trinity ", England		,"
Goole Town ",,150 K €,Free transfer
"Mar 26, 2012",Christian Lara,31,Attacking Midfield,Ecuador,"
Barasat E M ", India		,"
Real Cartagena ",,300 K €,Free transfer
"Mar 26, 2012",Álvaro Guerrero,26,Forward,Costa Rica,"
Orión FC ", Primera Div. Clausura ,"
Malacateco ",,100 K €,?
"Mar 26, 2012",Nana Eshun,29,Centre-Forward,Ghana,"
Lapta TBSK ", Cyprus		,"
Retired ",,50 K €,-
"Mar 26, 2012",Eray Ataseven,18,Defensive Midfield,Turkey,"
Manisaspor U21 ", Turkey		,"
Manisaspor ",,50 K €,-
"Mar 27, 2012",John Angulo,22,Right-Back,Ecuador,"
Club Malecón ", Ecuador		,"
Delfín SC ",,50 K €,Free transfer
"Mar 27, 2012",Ryan Kinne,22,Attacking Midfield,United States,"
Revolution ", MLS ,"
CFC Azul ",,100 K €,Free transfer
"Mar 27, 2012",Geovanny Caicedo,30,Centre-Back,Ecuador,"
Toronto FC ", MLS ,"
Dep. Cuenca ",,"1,00 mil. €",?
"Mar 27, 2012",Sander Puri,23,Right Midfield,Estonia,"
Without Club ",,"
KuPS ",,300 K €,-
"Mar 27, 2012",Agustín Goñi,27,Central Midfield,Argentina,"
Without Club ",,"
Deportivo Azogues ",,100 K €,-
"Mar 27, 2012",Bilal Duckett,23,Right-Back,United States,"
Without Club ",,"
Penn FC ",,100 K €,-
"Mar 28, 2012",Jan Berg,26,Left-Back,Finland,"
Kemi City ", Finland		,"
KuPS ",,150 K €,Free transfer
"Mar 28, 2012",Peter Ankersen,21,Right-Back,Denmark,"
Vejle-Kolding ", NordicBet LIGA ,"
Rosenborg BK ",,300 K €,Free transfer
"Mar 29, 2012",Milos Jokic,24,Central Midfield,Serbia,"
Vasas FC ", NB I. ,"
Metalurg Z. ",,175 K €,Free transfer
"Mar 29, 2012",Gudmundur Bödvar Gudjónsson,22,Centre-Back,Iceland,"
ÍA Akranes ", Pepsi Max deild ,"
Fjölnir ",,50 K €,Free transfer
"Mar 29, 2012",Niklas Penttilä,21,Forward,Sweden,"
Djurgarden U19 ", U19 Allsvenskan Norra ,"
AFC Eskilstuna ",,50 K €,?
"Mar 30, 2012",John Keister,24,Attacking Midfield,Sierra Leone,"
JIPPO ", Ykkönen ,"
JäPS ",,95 K €,Free transfer
"Mar 30, 2012",Kamil Jackiewicz,28,Centre-Forward,Poland,"
Zawisza ", 1 Liga ,"
Calisia ",,100 K €,Free transfer
"Mar 30, 2012",Kristinn Steindórsson,21,Central Midfield,Iceland,"
Breidablik ", Pepsi Max deild ,"
Halmstad ",,200 K €,Free transfer
"Mar 30, 2012",Krisztián Póti,23,Centre-Back,Hungary,"
MTK Budapest II ", Hungary		,"
Kecskeméti LC ",,75 K €,?
"Mar 30, 2012",Iain Flannigan,24,Central Midfield,Scotland,"
Without Club ",,"
Morton ",,200 K €,-
"Mar 31, 2012",Damian Spencer,30,Centre-Forward,England,"
Grimsby Town ", National League ,"
FC Windsor ",,100 K €,Free transfer
"Mar 31, 2012",Elliot Lindberg,20,Right-Back,Sweden,"
Brommapojkarna ", Superettan ,"
AFC Eskilstuna ",,25 K €,Free transfer
"Mar 31, 2012",Martin Polet,21,Right-Back,Slovakia,"
Zilina B ", Slovakia		,"
Rimavska Sobota ",,50 K €,?
"Mar 31, 2012",Ferhat Korkmaz,30,Centre-Back,Turkey,"
Without Club ",,"
AFC Eskilstuna ",,50 K €,-
"Apr 1, 2012",Carlos César,24,Right-Back,Brazil,"
Boa Esporte ", Série B ,"
Atlético-MG ",,400 K €,235 K €
"Apr 1, 2012",Sherif Ashraf,25,Centre-Forward,Egypt,"
El Gouna ", Premier League ,"
HJK Helsinki ",,250 K €,40 K €
"Apr 1, 2012",William Batista,31,Centre-Forward,Brazil,"
Karpaty ", Premier Liga ,"
Obolon Kyiv ",,700 K €,Free transfer
"Apr 1, 2012",Rodrigo López,23,Defensive Midfield,United States,"
Timbers ", MLS ,"
Ventura County ",,150 K €,Free transfer
"Apr 1, 2012",Joel Samaké,25,Goalkeeper,Germany,"
IFK Mariehamn ", Veikkausliiga ,"
Füchse Berlin ",,50 K €,Free transfer
"Apr 1, 2012",Alexandru Melenciuc,33,Goalkeeper,Moldova,"
Unknown ",,"
FC Tighina ",,100 K €,Free transfer
"Apr 1, 2012",Ajsel Kujovic,25,Centre-Forward,Sweden,"
Lok. Plovdiv ", efbet Liga ,"
Höganäs ",,300 K €,Free transfer
"Apr 1, 2012",Gustavo Lazzaretti,28,Centre-Back,Brazil,"
Athletico-PR ", Série B ,"
Ponte Preta ",,500 K €,Free transfer
"Apr 1, 2012",Mike Randolph,26,Left-Back,United States,"
LA Laguna ", United States		,"
Cal FC ",,200 K €,Free transfer
"Apr 1, 2012",Ducu Ninu,25,Centre-Back,Romania,"
FC Viitorul ", Liga 2 ,"
Daco-Getica ",,150 K €,Free transfer
"Apr 1, 2012",Svetozar Mijin,33,Central Midfield,Serbia,"
Sloga Temerin ", Serbia		,"
Nordvärmland FF ",,450 K €,Free transfer
"Apr 1, 2012",Alin Ilin,27,Right-Back,Romania,"
Turnu Magurele ", Romania		,"
Sageata Navodar ",,50 K €,Free transfer
"Apr 1, 2012",Vedran Gerc,26,Centre-Forward,Croatia,"
Karlovac 1919 ", 1.HNL ,"
Kedah FA ",,100 K €,Free transfer
"Apr 1, 2012",Gerlem Willian,27,Attacking Midfield,Brazil,"
FC Vaslui ", Liga 1 ,"
EC Vitória ",,350 K €,Free transfer
"Apr 1, 2012",Max Fuxberg,26,Right-Back,Sweden,"
Bunkeflo ", Ettan Södra ,"
Vasalund ",,250 K €,Free transfer
"Apr 1, 2012",Sinisa Dobrasinovic,35,Defensive Midfield,Cyprus,"
Alki Larnaca ", First Division ,"
Zhetysu ",,500 K €,Free transfer
"Apr 1, 2012",Andrei Popescu,27,Goalkeeper,Romania,"
Studentesc ", Liga 1 ,"
Bihor Oradea ",,300 K €,Free transfer
"Apr 1, 2012",Hendrik Helmke,24,Central Midfield,Germany,"
IFK Mariehamn ", Veikkausliiga ,"
Sabah ",,300 K €,Free transfer
"Apr 1, 2012",Emil Haucke,23,Centre-Back,Denmark,"
Nybergsund ", Norway		,"
Hobro IK ",,125 K €,Free transfer
"Apr 1, 2012",Russinho de Romao,23,Forward,Brazil,"
Unknown ",,"
Salon Pallo ",,50 K €,Free transfer
"Apr 1, 2012",Julien Oteng-Mensah,26,Central Midfield,<td class=,"
Shurtan ", Uzbekistan		,"
BC Aichach ",,250 K €,Free transfer
"Apr 1, 2012",Mamadi Sangare,29,Centre-Back,Ukraine,"
Okzhetpes ", Premier Liga ,"
Khmelnytskyi ",,200 K €,Free transfer
"Apr 1, 2012",Héctor Ramírez,27,Defensive Midfield,Peru,"
Atlético Grau ", Peru		,"
Municipal ",,50 K €,Free transfer
"Apr 1, 2012",Andrii Budnyi,29,Centre-Forward,Ukraine,"
Silver Knights ", United States		,"
Wilmington ",,25 K €,Free transfer
"Apr 1, 2012",Sékou Souaré,28,Defensive Midfield,Cote d'Ivoire,"
B36 Tórshavn ", Betri-deildin ,"
Ghajnsielem ",,100 K €,Free transfer
"Apr 2, 2012",Joël Epalle,34,Right Winger,Cameroon,"
Cotonsport ", Cameroon		,"
Sarawak ",,600 K €,?
"Apr 2, 2012",Ömer Samli,19,Right Winger,Turkey,"
Sakaryaspor U21 ", Turkey		,"
Sakaryaspor ",,25 K €,-
"Apr 3, 2012",Jhony Acosta,29,Midfielder,Colombia,"
Blooming ", Bolivia		,"
U.T. Cotopaxi ",,500 K €,?
"Apr 3, 2012",Ats Purje,26,Centre-Forward,Estonia,"
Without Club ",,"
KuPS ",,450 K €,-
"Apr 3, 2012",Luke Potter,22,Left-Back,England,"
Barnsley FC ", Championship ,"
Retired ",,200 K €,-
"Apr 4, 2012",Eddy Viator,29,Right-Back,Guadeloupe,"
Toronto FC ", MLS ,"
FELDA United ",,600 K €,Free transfer
"Apr 4, 2012",Nikola Prebiracevic,25,Centre-Back,Serbia,"
Drina Zvornik ", Prva Liga RS ,"
OPS ",,200 K €,Free transfer
"Apr 4, 2012",Thórhallur Kári Knútsson,16,Right-Back,Iceland,"
Stjarnan U19 ", Iceland		,"
Skínandi ",,25 K €,?
"Apr 5, 2012",Juho Mäkelä,28,Centre-Forward,Finland,"
Sydney FC ", A-League ,"
HJK Helsinki ",,700 K €,?
"Apr 5, 2012",Murat Can Öncü,19,Centre-Forward,Turkey,"
Samsunspor U21 ", Turkey		,"
Samsunspor ",,25 K €,-
"Apr 5, 2012",Hamza Gür,18,Right Winger,Turkey,"
Körfez Isk. Yth ", Turkey		,"
Körfez Isk. ",,25 K €,-
"Apr 6, 2012",Amadou Sanyang,20,Defensive Midfield,The Gambia,"
Sounders FC	 ", MLS ,"
Charleston ",,75 K €,Free transfer
"Apr 6, 2012",Oleg Dukhnich,27,Centre-Forward,Ukraine,"
FK Strizkov ", FNL ,"
Caslav ",,150 K €,?
"Apr 10, 2012",Carlos Saltos,26,Goalkeeper,Ecuador,"
Delfín SC ", Ecuador		,"
Club Malecón ",,50 K €,Free transfer
"Apr 10, 2012",Maycon,25,Centre-Forward,Brazil,"
Melbourne City ", A-League ,"
Pahang FA ",,150 K €,Free transfer
"Apr 10, 2012",Štefan Toporčák,28,Midfielder,Slovakia,"
Moldava ", II. Liga ,"
Kraluv Dvur ",,75 K €,?
"Apr 10, 2012",Boris Cevallos,22,Centre-Back,Ecuador,"
CD Olmedo B ", Ecuador		,"
Atacames SC ",,50 K €,?
"Apr 11, 2012",Adam Rejaibi,18,Left Winger,Tunisia,"
CAB U19 ", Tunisia		,"
CA Bizertin ",,125 K €,-
"Apr 11, 2012",Chris Estridge,22,Left-Back,United States,"
Without Club ",,"
Salt Lake ",,50 K €,-
"Apr 12, 2012",David Elebert,26,Centre-Back,Ireland,"
Without Club ",,"
Fylkir ",,250 K €,-
"Apr 13, 2012",Vjatseslav Zahovaiko,30,Centre-Forward,Estonia,"
Debrecen ", NB I. ,"
KuPS ",,150 K €,Free transfer
"Apr 13, 2012",Davíd Sigurdsson,19,Right-Back,Iceland,"
Fram Reykjavík ", Pepsi Max deild ,"
Thróttur ",,25 K €,Free transfer
"Apr 13, 2012",Trausti Björn Ríkhardsson,26,Midfielder,Iceland,"
Fylkir ", Pepsi Max deild ,"
ÍR ",,25 K €,?
"Apr 13, 2012",Kennie Chopart,21,Right-Back,Denmark,"
Varde IF ", 2.Division Oprykningsspil ,"
Stjarnan ",,50 K €,?
"Apr 14, 2012",Arilíus Marteinsson,27,Defender,Iceland,"
Selfoss ", Pepsi Max deild ,"
Stokkseyri ",,25 K €,Free transfer
"Apr 14, 2012",Steve Cronin,28,Goalkeeper,United States,"
Without Club ",,"
Retired ",,200 K €,-
"Apr 14, 2012",Luca Bonometti,23,Midfielder,Italy,"
Without Club ",,"
ASD Villafranca ",,50 K €,-
"Apr 15, 2012",Aleksandr Lebedev,27,Centre-Forward,Belarus,"
Soligorsk ", Vysheyshaya Liga ,"
Gorodeya ",,150 K €,Free transfer
"Apr 15, 2012",Lucas Fernández,23,Right-Back,Argentina,"
Progreso ", Segunda División ,"
Rochester ",,25 K €,?
"Apr 16, 2012",Chris Rolfe,29,Centre-Forward,United States,"
Aalborg BK ", Superligaen ,"
Chicago Fire ",,650 K €,Free transfer
"Apr 16, 2012",Aleksandr Perepechko,23,Left Midfield,Belarus,"
Dinamo Minsk ", Vysheyshaya Liga ,"
Belshina ",,250 K €,Free transfer
"Apr 17, 2012",Gustave Bahoken,32,Right-Back,Cameroon,"
Persela ", Liga 1 ,"
Mitra Kukar ",,200 K €,Free transfer
"Apr 17, 2012",Igor Karpovich,23,Centre-Back,Belarus,"
Naftan ", Vysheyshaya Liga ,"
Gorodeya ",,150 K €,Free transfer
"Apr 17, 2012",José Correa,19,Centre-Forward,Colombia,"
Boyacá Chicó ", Liga DIMAYOR II ,"
Chivas USA ",,750 K €,?
"Apr 17, 2012",Marcus Bent,33,Centre-Forward,England,"
Mitra Kukar ", Liga 1 ,"
Retired ",,500 K €,-
"Apr 18, 2012",Gábor Gyepes,30,Centre-Back,Hungary,"
Without Club ",,"
Vasas FC ",,500 K €,Free transfer
"Apr 18, 2012",Ben Traoré,26,Defensive Midfield,Mali,"
Unknown ",,"
AC Kajaani ",,125 K €,Free transfer
"Apr 18, 2012",Steven Emory,22,Midfielder,United States,"
Colorado ", MLS ,"
Närpes Kraft ",,100 K €,Free transfer
"Apr 18, 2012",Árni Kristinn Gunnarsson,31,Defender,Iceland,"
Without Club ",,"
Fjölnir ",,50 K €,-
"Apr 18, 2012",Omar Jasseh,19,Right Midfield,The Gambia,"
Without Club ",,"
Mjölby Södra ",,100 K €,-
"Apr 19, 2012",Aleksandr Yatsko,33,Central Midfield,Russia,"
Salyut Belgorod ", Russia		,"
O. Volgograd ",,50 K €,?
"Apr 20, 2012",Aaron Pitchkolan,29,Defensive Midfield,United States,"
Islanders ", NASL ,"
San Antonio  ",,50 K €,Free transfer
"Apr 20, 2012",Marin Tomasov,24,Right Winger,Croatia,"
Hajduk Split ", 1.HNL ,"
NK Zadar  ",,"2,75 mil. €",Free transfer
"Apr 20, 2012",Koyar Salimi,23,Left Midfield,Sweden,"
Västerås SK ", Ettan Norra ,"
MD FF Köping ",,25 K €,Free transfer
"Apr 20, 2012",Petar Rnkovic,33,Centre-Back,Norway,"
Mjøndalen ", OBOS-ligaen ,"
Breidablik ",,300 K €,?
"Apr 20, 2012",Steinarr Gudmundsson,30,Defender,Iceland,"
Leiknir ", Inkasso-deildin ,"
KB ",,25 K €,?
"Apr 20, 2012",Mike Fucito,26,Centre-Forward,United States,"
Montreal Impact ", MLS ,"
Timbers ",,250 K €,?
"Apr 20, 2012",Eddie Johnson,27,Centre-Forward,England,"
Timbers ", MLS ,"
Retired ",,250 K €,-
"Apr 20, 2012",Zoltán Szatmári,32,Goalkeeper,Hungary,"
Without Club ",,"
Lyngby BK ",,100 K €,-
"Apr 21, 2012",Tine Zornik,21,Centre-Back,Slovenia,"
NK Triglav ", Prva Liga ,"
Völsungur ÍF ",,75 K €,?
"Apr 23, 2012",Valmir Nafiu,18,Right Winger,North Macedonia,"
Shkendija ", Prva liga ,"
FC Basel U21 ",,300 K €,300 K €
"Apr 23, 2012",Mihai Dumitru,23,Right-Back,Romania,"
FC Snagov ", Liga 2 ,"
CS Otopeni ",,250 K €,?
"Apr 24, 2012",Lovro Scrbec,22,Central Midfield,Croatia,"
NK Lokomotiva ", 1.HNL ,"
NK Rudes ",,400 K €,Free transfer
"Apr 24, 2012",Anthony Hobbs,21,Right-Back,New Zealand,"
FIU Panthers ", United States		,"
Timbers U-23 ",,50 K €,Free transfer
"Apr 25, 2012",Agustín Peña,23,Right-Back,Uruguay,"
Huracán ", Primera Nacional ,"
Tanque Sisley ",,350 K €,Free transfer
"Apr 25, 2012",Steven Smith,26,Left-Back,Scotland,"
Without Club ",,"
Timbers ",,750 K €,-
"Apr 25, 2012",Darryl Roberts,28,Centre-Forward,Trinidad and Tobago,"
Without Club ",,"
Charlotte ",,850 K €,-
"Apr 25, 2012",Sergio Ávila,26,Attacking Midfield,Mexico,"
Chivas ", Liga MX Clausura ,"
Retired ",,750 K €,-
"Apr 26, 2012",Wilfried Sanou,28,Left Winger,Burkina Faso,"
Without Club ",,"
Kyoto Sanga ",,500 K €,-
"Apr 26, 2012",Donny Toia,19,Left-Back,United States,"
Without Club ",,"
FC Tucson ",,100 K €,-
"Apr 27, 2012",Joey Gudjónsson,31,Central Midfield,Iceland,"
Huddersfield ", League One ,"
ÍA Akranes ",,750 K €,Free transfer
"Apr 27, 2012",Denys Sytnik,25,Centre-Forward,Ukraine,"
ÍBV ", Pepsi Max deild ,"
Petrolul ",,25 K €,Free transfer
"Apr 27, 2012",Alonso Jiménez,24,Goalkeeper,Mexico,"
Without Club ",,"
Sockers FC ",,50 K €,-
"Apr 27, 2012",Zack Schilawski,25,Centre-Forward,United States,"
Without Club ",,"
North Carolina ",,125 K €,-
"Apr 27, 2012",Chris Agorsor,21,Centre-Forward,United States,"
Without Club ",,"
Richmond Kicker ",,100 K €,-
"Apr 28, 2012",Olajide Williams,23,Centre-Forward,Nigeria,"
Without Club ",,"
MYPA ",,400 K €,-
"Apr 29, 2012",Dominic Shimmin,24,Centre-Back,England,"
Dover Athletic ", England		,"
Retired ",,400 K €,-
"Apr 29, 2012",Bojan Lazic,37,Defensive Midfield,Serbia,"
Soproni VSE ", NB II - West ,"
Retired ",,75 K €,-
"May 1, 2012",Ibson,28,Central Midfield,Brazil,"
Santos FC ", Série A ,"
Flamengo ",,"3,50 mil. €",945 K €
"May 1, 2012",Marcelinho Paraíba,36,Attacking Midfield,Brazil,"
Sport Recife ", Série A ,"
Barueri ",,150 K €,Free transfer
"May 1, 2012",Franciel,30,Centre-Forward,Brazil,"
EC São José ", Brazil		,"
Mogi Mirim ",,75 K €,Free transfer
"May 1, 2012",Leandrão,28,Centre-Forward,Brazil,"
Ponte Preta ", Série A ,"
São Caetano ",,300 K €,Free transfer
"May 1, 2012",Itamar,32,Centre-Forward,Brazil,"
Flamengo ", Série A ,"
Ceará SC ",,750 K €,Free transfer
"May 1, 2012",Tinga,34,Central Midfield,Brazil,"
Internacional ", Série A ,"
Cruzeiro ",,500 K €,Free transfer
"May 1, 2012",Delson,31,Defensive Midfield,Brazil,"
Naval 1893 ", Liga Pro ,"
Uberaba ",,600 K €,Free transfer
"May 1, 2012",Andrejs Pavlovs,33,Goalkeeper,Latvia,"
Lok. Plovdiv ", efbet Liga ,"
Spartaks ",,300 K €,Free transfer
"May 1, 2012",Ivan Petrović,32,Attacking Midfield,Serbia,"
Shahin Bushehr ", Persian Gulf Pro League ,"
Mes Kerman ",,250 K €,Free transfer
"May 1, 2012",André Luiz,29,Right-Back,Brazil,"
Esteghlal FC  ", Persian Gulf Pro League ,"
JMalucelli ",,250 K €,Free transfer
"May 1, 2012",Danilo Gomes,30,Attacking Midfield,Brazil,"
Red Bull ", Brazil		,"
Guaratinguetá ",,50 K €,Free transfer
"May 1, 2012",Kim,31,Centre-Forward,Brazil,"
Vasco da Gama ", Série A ,"
Náutico ",,400 K €,Free transfer
"May 1, 2012",Betinho,24,Centre-Forward,Brazil,"
São Caetano ", Série B ,"
Palmeiras ",,400 K €,Free transfer
"May 1, 2012",Dave Simpson,29,Centre-Forward,<td class=,"
Mississauga FC ", Canada		,"
Brantford Galaxy SC ",,300 K €,Free transfer
"May 1, 2012",Valdomiro,32,Centre-Back,Brazil,"
Samsunspor ", Süper Lig ,"
Portuguesa ",,750 K €,Free transfer
"May 1, 2012",Sandro Costa,25,Attacking Midfield,Brazil,"
América FC (TO) ", Brazil		,"
Rio Claro FC ",,100 K €,Free transfer
"May 1, 2012",Aleksandar Radosavljevic,29,Goalkeeper,Serbia,"
1. SC Sollenau ", Regional League East ,"
Serbian White Eagles ",,200 K €,Free transfer
"May 1, 2012",Tozo,31,Defensive Midfield,Brazil,"
Náutico ", Série A ,"
Brasiliense-DF ",,500 K €,Free transfer
"May 1, 2012",Daniel,31,Defensive Midfield,Brazil,"
Trindade-GO ", Brazil		,"
Petrolina-PE ",,500 K €,Free transfer
"May 1, 2012",Galatto,29,Goalkeeper,Brazil,"
Itumbiara ", Brazil		,"
América-RN ",,500 K €,Free transfer
"May 1, 2012",Thiago Marín,27,Attacking Midfield,Brazil,"
Uberaba ", Brazil		,"
Araxá ",,200 K €,Free transfer
"May 1, 2012",Alessandro,34,Right-Back,Brazil,"
Botafogo FC ", Brazil		,"
Náutico ",,300 K €,Free transfer
"May 1, 2012",Vanderlei,33,Centre-Forward,Brazil,"
Araripina Futebol Clube (PE) ", Brazil		,"
Salgueiro ",,250 K €,Free transfer
"May 1, 2012",Lima,27,Centre-Back,Brazil,"
Clube Atlético Rondoniense (RO) ", Brazil		,"
Portuguesa ",,300 K €,Free transfer
"May 1, 2012",Roberto Tigrão,32,Goalkeeper,Brazil,"
Ituano ", Brazil		,"
Ponte Preta ",,300 K €,Free transfer
